BDGT_SRC_ASST,BDGT_SRC_FED,BDGT_SRC_FEE,BDGT_SRC_MNC,BDGT_TTL,BDGT_TTL_EST,COM_COL,COM_MIS,COM_NSARA,COM_PTNR,COM_SARA,COM_SURV,COM_TRN_INSRV,COM_TRN_REC,City,Disqualifies Complaints,Erases misconduct records ,FTCIV,FTSWORN,Gives officers unfair access to info ,HIR_RTR_DB,HIR_RTR_DC,HIR_RTR_OTHR,HIR_RTR_SS,Limits oversight/discipline,PAY_BARG,PAY_FUNC_ADMN,PAY_FUNC_CRT,PAY_FUNC_EMRG,PAY_FUNC_EVNT,PAY_FUNC_INVS,PAY_FUNC_PTRL,PAY_FUNC_SHFT,PAY_INCT_EDU,PAY_INCT_HZRD,PAY_INCT_LANG,PAY_INCT_MRT,PAY_INCT_OTHR,PAY_INCT_RINC,PAY_INCT_SD,PAY_INCT_SPCL,PAY_INCT_SPEC,PAY_INCT_VOC,PAY_LMT,PAY_OUT,PAY_OVER_NSW,PAY_OVER_SW,PAY_RMB_ARMR,PAY_RMB_FIRE,PAY_RMB_SFTY,PAY_RMB_TUIT,PAY_RMB_UNF,PAY_RST_HRS,PAY_RST_NO,PAY_RST_OTHR,PAY_RST_TYPE,PAY_SAL_EXC_MAX,PAY_SAL_EXC_MIN,PAY_SAL_OFCR_MAX,PAY_SAL_OFCR_MIN,PAY_SAL_SGT_MAX,PAY_SAL_SGT_MIN,PAY_SBARG,PAY_VEH_MRK,PAY_VEH_UMRK,PERS_RESP_CRT,PERS_RESP_INVST,PERS_RESP_JAIL,PERS_RESP_OTHR,PERS_RESP_PATRL,PTCIV,PTSWORN,Requires City to Pay for Misconduct,Restricts/Delays Interrogations,State,TOTALPRIV
1.0,2.0,1.0,1.0,199933700.0,2.0,1,3,350,2,1,2,1,-8,Long Beach,0,0,352.0,792.0,1,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0, ,1.0,2.0,1,1,1.0,1.0,2.0,1.0,2.0,1.0,1,2,2,1,217089.0,217089.0,97000.0,95000.0,128200.0,124500.0,1.0,3.0,2.0,1,232,5,0,554,115.0,0.0,1,1,CA,4
2.0,1.0,2.0,1.0,1256645232.0,2.0,2,3,168,1,1,1,2,1,Los Angeles,0,0,2871.0,9920.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0, ,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,324391.0,324391.0,87320.0,47782.0,113880.0,94775.0,1.0,2.0,2.0,0,1577,86,2159,6098,0.0,0.0,1,1,CA,4
2.0,1.0,2.0,1.0,162700976.0,2.0,1,3,753,1,1,1,3,1,Louisville,1,1,226.0,1220.0,1,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0, ,2.0,1.0,1,1,1.0,1.0,2.0,1.0,1.0,1.0,2,1,2,2,168300.0,168300.0,55577.0,35131.0,66518.0,55640.0,2.0,1.0,1.0,2,310,0,155,753,65.0,0.0,1,1,KY,6
1.0,1.0,2.0,1.0,53862135.0,2.0,2,2,-8,1,2,2,4,1,Lubbock,0,0,149.0,398.0,0,1,1,2,2,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,Certification Compensation and Field Training Officer Compensation,2.0,1.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1,2,2,1,200000.0,144000.0,59076.0,49271.0,70151.0,67528.0,-8.0,1.0,1.0,0,104,1,17,276,41.0,0.0,0,0,TX,0
2.0,2.0,2.0,2.0,232923990.0,2.0,1,3, ,1, ,1,1,1,Memphis,0,1,424.0,2413.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,1,121080.0,121080.0,36218.0,36218.0,56299.0,56299.0,1.0,2.0,2.0,12,341,0,712,1348,262.0,113.0,0,1,TN,4
1.0,1.0,1.0,1.0,155000000.0,1.0,2,3, ,1,1,2,3,1,Mesa,0,1,400.0,764.0,0,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0, ,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,2,174637.0,129750.0,72862.0,54122.0,99237.0,85696.0,1.0,2.0,2.0,0,92,0,60,612,13.0,0.0,0,1,AZ,3
2.0,2.0,2.0,1.0,156963000.0,2.0,1,3,40,1,1,1,4,4,Miami,1,1,306.0,1035.0,1,1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,1,1.0,2.0,2.0,1.0,1.0,1.0,2,1,2,2,181045.0,136046.0,73768.0,44942.0,85569.0,52132.0,1.0,1.0,1.0,516,74,4,0,441,56.0,0.0,0,1,FL,5
1.0,1.0,2.0,1.0,237538363.0,2.0,1,3,14,1,1,1,1,1,Milwaukee,0,0,443.0,2294.0,0,1,1,1,2,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,147335.0,147335.0,37340.0,37340.0,78190.0,71507.0,2.0,3.0,2.0,32,165,35,485,1577,23.0,23.0,1,1,WI,3
1.0,1.0,1.0,1.0,136098777.0,2.0,2,3,-8,2,2,1,4,4,Minneapolis,0,1,129.0,840.0,1,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,1,1.0,1.0,2.0,2.0,2.0,1.0,1,2,2,1,154935.0,140800.0,65580.0,51380.0,75840.0,71480.0,1.0,2.0,2.0,1,230,0,88,521,1.0,0.0,1,1,MN,5
2.0,2.0,2.0,1.0,171759700.0,2.0,1,3,600,1,1,1,1,1,Nashville,0,0,286.0,1342.0,0,1,1,2,2,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0, ,2.0,2.0,1,1,1.0,1.0,2.0,2.0,2.0,1.0,1,2,2,1,235290.0,117293.0,46247.0,35576.0,69237.0,53259.0,3.0,2.0,2.0, , , , , ,210.0,0.0,0,0,TN,0
1.0,1.0,2.0,1.0,128528462.0,2.0,1,3,-8,1,2,1,1,1,New Orleans,0,1,236.0,1261.0,1,1,1,2,2,0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0, ,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0, , , , ,186252.0,186252.0,57909.0,36570.0,76109.0,46885.0,-8.0,2.0,2.0,7,239,0,262,753,3.0,0.0,0,1,LA,3
1.0,1.0,1.0,1.0,4612690000.0,1.0,2,3,-8,1,2,1,-8,1,New York,0,1,14635.0,34454.0,0,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0, ,2.0,1.0,1,2,1.0,1.0,1.0,1.0,2.0,1.0,1,2,2,1,171142.0,142056.0,76488.0,41975.0,98072.0,79763.0,2.0,3.0,2.0, , , , , ,2404.0,0.0,0,0,NY,1
1.0,1.0,2.0,1.0,132502505.0,2.0,2,3,-8,2,2,2,2,4,Newark,0,0,118.0,999.0,0,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0, ,2.0,1.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2,2,1,2,190000.0,190000.0,89866.0,34466.0,101615.0,91573.0,2.0,3.0,2.0,7,300,44,62,586,131.0,0.0,1,0,NJ,2
1.0,1.0,1.0,1.0,65619393.0,2.0,2,3,35,1,1,2,1,1,Norfolk,0,0,116.0,752.0,0,1,1,2,2,0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0, ,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1.0,1.0,1,2,1,1,159681.0,98238.0,59635.0,40178.0,76050.0,56812.0,3.0,3.0,2.0,0,143,0,258,351,71.0,0.0,0,1,VA,1
1.0,1.0,2.0,1.0,88081724.0,2.0,2,2,-8,2,2,2,-8,-8,North Las Vegas,0,0,125.0,323.0,1,1,1,1,2,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2,2,1,2,,,,,105000.0,105000.0,1.0,2.0,2.0,22,24,30,101,146,0.0,0.0,1,1,NV,4
1.0,1.0,2.0,1.0,200000000.0,1.0,1,3,240,1,1,1,4,1,Oakland,0,0,304.0,616.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0, ,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,2,184990.0,150640.0,85830.0,58370.0,99030.0,94310.0,1.0,3.0,2.0,0,63,0,269,284,38.0,0.0,1,1,CA,4
1.0,1.0,1.0,1.0,185269375.0,2.0,2,3,-8,2,2,1,1,1,Oklahoma City,0,0,279.0,926.0,1,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,163280.0,163280.0,47710.0,42073.0,80742.0,75502.0,1.0,2.0,2.0,0,182,5,226,513,71.0,0.0,1,1,OK,4
1.0,2.0,1.0,1.0,121748730.0,2.0,2,3,-8,1,2,1,4,4,Omaha,1,0,141.0,800.0,0,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0, ,1.0,1.0,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1,2,1,1,164431.0,164431.0,72820.0,41537.0,79331.0,70428.0,1.0,3.0,2.0,0,198,0,116,486,26.0,36.0,0,1,NE,3
1.0,2.0,1.0,1.0,129602286.0,2.0,1,3,-8,1,2,1,1,1,Orlando,1,1,211.0,724.0,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,Longevity Compensation,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,179599.0,110521.0,69293.0,43237.0,79687.0,68462.0,1.0,2.0,2.0,0,118,0,217,389,0.0,0.0,1,1,FL,6
1.0,1.0,2.0,1.0,600102216.0,2.0,1,3, ,1,1,2,1,1,Philadelphia,0,1,828.0,6515.0,0,1,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0, ,2.0,2.0,2,1,1.0,1.0,1.0,1.0,2.0,1.0,-8,-8,-8,-8,127537.0,114092.0,65097.0,46783.0,74211.0,66387.0,1.0,2.0,2.0,0,560,0,0,5955,907.0,0.0,0,0,PA,2
1.0,1.0,1.0,1.0,565000000.0,1.0,1,1,1396,1,1,2,1,1,Phoenix,0,1,1052.0,2952.0,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0, ,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,1,212684.0,125110.0,72426.0,46238.0,99216.0,72238.0,1.0,2.0,2.0, , , , , ,0.0,0.0,1,1,AZ,5
1.0,2.0,2.0,1.0,71543006.0,2.0,1,3,-8,2,2,2,4,1,Pittsburgh,0,1,59.0,888.0,0,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1,2,2,1,105981.0,105981.0,29037.0,29037.0,67929.0,67929.0,1.0,3.0,2.0,57,212,0,103,516,1.0,0.0,1,0,PA,3
1.0,1.0,1.0,1.0,55748821.0,2.0,1,3,14,1,1,1,3,1,Plano,0,0,141.0,340.0,0,1,1,1,1,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,Certification Compensation,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,100670.0,100670.0,77373.0,58918.0,86916.0,83698.0,-8.0,2.0,2.0,1,60,0,88,191,85.0,0.0,0,0,TX,0
1.0,1.0,1.0,1.0,165251729.0,2.0, ,3, ,1,1,1,4,1,Portland,0,1,220.0,952.0,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,(1) coach; (2) working in a different job classification.,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,186056.0,129834.0,76398.0,60445.0,87859.0,77730.0,1.0,2.0,2.0,0,232,0,177,543,7.0,0.0,0,1,OR,4
1.0,2.0,2.0,1.0,88398000.0,2.0,2,3,32,1,1,1,2,1,Raleigh,0,0,115.0,756.0,0,1,1,2,2,0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0, ,2.0,2.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,164624.0,98169.0,58358.0,34281.0,76216.0,44376.0,3.0,2.0,2.0,0,177,0,109,470,0.0,0.0,0,0,NC,0
1.0,1.0,1.0,1.0,54000000.0,2.0,1,3,128,1,1,1,1,1,Reno,0,1,55.0,291.0,1,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1,2,2,1,190453.0,145384.0,70899.0,51737.0,99874.0,86578.0,2.0,3.0,2.0,0,75,0,88,128,13.0,0.0,1,1,NV,5
1.0,1.0,1.0,1.0,91268017.0,2.0,1,3,247,1,1,2,1,1,Riverside,0,0,156.0,366.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0, ,1.0,2.0,2, ,1.0,1.0,1.0,1.0,1.0,1.0,-8,-8,-8,-8,277176.0,200472.0,80280.0,62904.0,102432.0,88500.0,1.0,2.0,2.0,0,92,0,27,247,9.0,0.0,1,1,CA,4
2.0,2.0,2.0,1.0,134534000.0,2.0,2,3,-8,2,2,1,3,1,Rochester,1,1,246.0,739.0,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,126000.0,126000.0,67751.0,38799.0,77577.0,73165.0,1.0,2.0,2.0,0,95,0,89,555,50.0,0.0,0,1,NY,5
1.0,1.0,2.0,1.0,124556913.0,2.0,1,3,25,1,1,2,4,-8,Sacramento,1,1,235.0,630.0,1, , , , ,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0, ,2.0,1.0,1,1,1.0,1.0,2.0,2.0,1.0,1.0,1,2,2,1,213600.0,142600.0,72200.0,59400.0,94400.0,77700.0,1.0,3.0,2.0, , , , , ,0.0,2.0,1,1,CA,6
1.0,1.0,1.0,1.0,372622521.0,2.0,2,3,-8,2,2,2,1,1,San Antonio,1,1,605.0,2278.0,1,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0, ,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,1,,,47760.0,41484.0,77472.0,75960.0,1.0,3.0,2.0,0,297,0,523,1458,0.0,0.0,1,1,TX,6
1.0,1.0,1.0,1.0,415271291.0,2.0,1,3,149,1,1,1,4,1,San Diego,1,0,613.0,1831.0,1,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0, ,1.0,2.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,-8,-8,-8,-8,157747.0,140899.0,75941.0,56167.0,92206.0,76274.0,1.0,2.0,2.0,0,320,0,361,1150,13.0,0.0,1,1,CA,5
1.0,1.0,1.0,1.0,492000000.0,2.0,2,3,500,1,1,1,1,1,San Francisco,0,0,426.0,2158.0,1,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,Longevity Compensation,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,301418.0,190125.0,123760.0,88842.0,142844.0,130260.0,1.0,2.0,2.0,0,500,0,170,1488,0.0,0.0,1,1,CA,4
1.0,1.0,1.0,1.0,294752941.0,2.0,1,3, ,2,1,2,4,1,San Jose,1,0,382.0,1016.0,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0, ,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,199154.0,127417.0,97198.0,72571.0,112528.0,92581.0,1.0,3.0,2.0,0,163,0,63,790,184.0,0.0,1,1,CA,5
1.0,2.0,2.0,1.0,101365485.0,2.0,1,3,125,2,1,1,2,1,Santa Ana,0,0,255.0,325.0,1,1,1,2,2,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0, ,1.0,2.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,-8,-8,-8,-8,191650.0,135620.0,87396.0,71904.0,107820.0,88692.0,1.0,2.0,2.0,1,109,0,12,203,60.0,0.0,1,1,CA,4
1.0,2.0,2.0,1.0,65646399.0,2.0,1,3,180,1,1,2,3,1,Scottsdale,0,1,240.0,413.0,0,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,Field Training Officer Compensation,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,178277.0,178277.0,76980.0,49878.0,90293.0,76939.0,-8.0,2.0,2.0,0,109,0,77,227,6.0,0.0,0,1,AZ,3
2.0,2.0,2.0,1.0,263085780.0,2.0,1,3,-8,1,2,1,1,2,Seattle,1,1,516.0,1285.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1,2,1,1,194092.0,117636.0,84403.0,59136.0,96038.0,79699.0,2.0,2.0,2.0,152,222,0,0,911,0.0,0.0,1,1,WA,6
2.0,2.0,2.0,1.0,52199816.0,2.0,2,3,229,1,1,2,3,1,Spokane,1,1,96.0,274.0,0,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,165808.0,135073.0,76651.0,44871.0,96549.0,87780.0,2.0,2.0,2.0,0,45,0,0,229,10.0,0.0,0,1,WA,4
1.0,1.0,1.0,1.0,131830464.0,2.0,1,3,510,1,1,1,1,1,St. Louis,0,0,512.0,1334.0,0,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0, ,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,112941.0,103867.0,59887.0,37514.0,68488.0,54030.0,1.0,2.0,2.0,0,205,0,366,763,8.0,0.0,1,0,MO,2
1.0,1.0,1.0,1.0,99000000.0,1.0, ,3, ,1, , , , ,St. Paul,0,1,136.0,606.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,148073.0,108137.0,73033.0,49807.0,87652.0,59562.0,2.0,2.0,2.0, , , , , ,41.0,0.0,1,1,MN,5
1.0,1.0,2.0,1.0,91713404.0,2.0,2,3,325,2,1,1,4,1,St. Petersburg,1,0,215.0,542.0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,2,152341.0,152341.0,80327.0,66100.0,93901.0,79668.0,1.0,1.0,1.0,0,217,0,2,323,11.0,0.0,1,1,FL,5
1.0,1.0,1.0,1.0,90340310.0,2.0,1,3,180,1,1,1,1,1,Stockton,0,0,179.0,328.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2,2,1,2,190343.0,148320.0,76631.0,59645.0,90596.0,70515.0,1.0,2.0,2.0,0,40,0,108,180,41.0,0.0,1,1,CA,4
1.0,1.0,2.0,1.0,142000000.0,1.0,2,3,-8,2,2,2,1,-8,Tampa,1,0,256.0,954.0,1,1,1,1,2,1,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,Longevity Compensation,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,153004.0,97489.0,75358.0,46384.0,92476.0,75348.0,1.0,1.0,1.0,0,105,0,72,777,4.0,0.0,1,1,FL,5
1.0,1.0,1.0,1.0,78349907.0,2.0,2,3,200,1,1,1,1,1,Toledo,1,1,105.0,598.0,0,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0, ,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,1,,,,,,,1.0,3.0,2.0,0,250,0,0,348,0.0,0.0,0,1,OH,4
1.0,1.0,1.0,1.0,156367016.0,2.0,1,3,79,2,1,1,4,1,Tucson,1,1,264.0,951.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,180018.0,138821.0,61589.0,45968.0,78624.0,74880.0,1.0,2.0,2.0,0,192,13,155,591,19.0,1.0,1,1,AZ,6
1.0,1.0,2.0,1.0,82747000.0,2.0,1,3,-8,1,2,2,4,1,Tulsa,0,1,99.0,780.0,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2,2,2,1,151998.0,86054.0,45507.0,45507.0,63758.0,63758.0,1.0,2.0,2.0,0,158,0,70,552,0.0,0.0,0,1,OK,4
1.0,1.0,1.0,1.0,92000136.0,2.0,1,3,35,1,1,1,3,1,Virginia Beach,0,0,176.0,770.0,0,1,1,1,1,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0, ,2.0,2.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2,2,2,1,146212.0,97475.0,58347.0,40239.0,78469.0,54117.0,-8.0,2.0,2.0,0,150,0,10,610,25.0,0.0,0,1,VA,1
1.0,1.0,1.0,1.0,442071368.0,2.0,2,3,-8,1,2,1,1,1,Washington,1,1,462.0,3865.0,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0, ,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,,,89403.0,48175.0,106865.0,68940.0,2.0,2.0,2.0,0,331,0,409,3125,0.0,0.0,1,1,DC,6
2.0,2.0,2.0,2.0,75454073.0,2.0,1,3,634,1,1,1,1,1,Wichita,0,1,177.0,634.0,1,1,1,2,2,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0, ,1.0,2.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2,2,2,1,232204.0,127168.0,60483.0,42805.0,77640.0,54948.0,1.0,2.0,2.0,0,125,0,32,477,0.0,0.0,1,1,KS,4
1.0,1.0,1.0,2.0,61642450.0,2.0,1,3,332,1,1,1,1,1,Winston-Salem,0,0,155.0,554.0,0,1,1,1,2,0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0, ,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,1,104500.0,85500.0,35140.0,32100.0,58140.0,52860.0,-8.0,2.0,2.0,1,113,0,43,397,5.0,0.0,0,0,NC,0
